source	date	quote	quote_lemmatized	values	values_minimal
2	20150102	Zwar sprechen sich die Bayern in dem Papier auch für eine Ausweitung des Bleiberechts für junge Flüchtlinge aus, die sich über eine Ausbildung in den Arbeitsmarkt integrieren können.	sprechen Bayer Papier Ausweitung Bleiberecht jung Flüchtling Ausbildung Arbeitsmarkt integrieren 	['200', '211']	{'2'}
2	20150102	Schnellverfahren, wie sie die CSU vorschlage, stellten dies in Frage.	Schnellverfahren CSU vorschlagen stellen Frage 	['800', '812']	{'8'}
2	20150102	Die CSU-Bundestagsabgeordneten wollen rigider gegen Asylbewerber vorgehen.	CSU-Bundestagsabgeordneten Rigider Asylbewerber vorgehen 	['200', '207']	{'2'}
2	20150102	Die Landesgruppe – also alle CSU-Bundestagsabgeordneten – befürwortet bei einfach gelagerten Fällen beschleunigte Abschiebungen.	Landesgruppe CSU-Bundestagsabgeordnet befürworten einfach gelagert Fall beschleunigen Abschiebung 	['200', '207', '800', '812']	{'8', '2'}
2	20150102	Künftig sollen demnach solche Verfahren binnen sechs Wochen rechtskräftig abgeschlossen werden; bisher dauern Asylverfahren in Deutschland durchschnittlich acht Monate.	künftig sollen demnach Verfahren binnen sechs Woche rechtskräftig abschließen bisher dauern Asylverfahren Deutschland durchschnittlich acht Monat 	['800', '812']	{'8'}
2	20150102	 Im gleichen Atemzug jedoch verurteilen sie den Winterabschiebestopp in Thüringen und Schleswig-Holstein.	  gleich Atemzug jedoch verurteilen Winterabschiebestopp Thüringen Schleswig-Holstein 	['200', '207']	{'2'}
2	20150102	 In einem dpa-Interview sagte er, andere Länder hätten Deutschland voraus, dass sie Zuwanderern vermittelten: ‚Du bist einer von uns. Wir wollen, dass du dich zu unserem Land bekennst. 	  dpa-Interview sagen Land Deutschland voraus Zuwanderer vermitteln ‚ Land bekennsen 	['700', '705']	{'7'}
2	20150924	"""Wir müssen unsere Politik offener Türen und Fenster korrigieren"" , fasste Gipfelchef Donald Tusk zusammen."	müssen Politik offen Tür Fenster korrigieren fasste Gipfelchef Donald Tusk zusammen 	['100', '102']	{'1'}
2	20151221	Und Nordrhein-Westfalens Innenminister Ralf Jäger (SPD) hat angekündigt, die Zahl der Abschiebungen aus seinem Land im nächsten Jahr deutlich erhöhen zu wollen.	Nordrhein-Westfalen Innenminister Ralf Jäger SPD ankündigen Zahl Abschiebung Land nächster Jahr deutlich erhöhen 	['200', '207']	{'2'}
2	20151218	Der ehemalige Bundesverfassungsrichter Ernst Gottfried Mahrenholz (SPD) hat diese aktuellen Abschiebungen scharf kritisiert. 	ehemalig Bundesverfassungsrichter Ernst Gottfried Mahrenholz SPD aktuell Abschiebung scharf kritisieren 	['200', '207']	{'2'}
2	20150213	Man möchte gemeinsame Gremien schaffen, um Einzelfälle hinter verschlossenen Türen verhandeln zu können.	möchten gemeinsam Gremium schaffen Einzelfall verschlossen Tür verhandeln 	['800', '899']	{'8'}
2	20150806	In dem entsprechenden Papier plädiert die SPD zugleich für die Ausweitung der Regelung der sicheren Herkunftsstaaten auf weitere Länder des Westbalkan	entsprechend Papier plädieren SPD zugleich Ausweitung Regelung sicher Herkunftsstaat weit Land Westbalkan 	['500', '504']	{'5'}
2	20150806	Die SPD will für Flüchtlinge aus Westbalkan-Staaten mit einem neuen Arbeitsvisum die Möglichkeit schaffen, auf einem anderen Weg als über das Asylrecht nach Deutschland zu kommen.	SPD Flüchtling Westbalkan-Staat neu Arbeitsvisum Möglichkeit schaffen Asylrecht Deutschland kommen 	['100', '108']	{'1'}
2	20150806	Hans-Peter Friedrich, Vizefraktionsvorsitzender der Union, forderte die Wiedereinführung der Visumpflicht für Zuwanderer aus Balkanstaaten.	Hans-Peter Friedrich Vizefraktionsvorsitzend Union fordern Wiedereinführung Visumpflicht Zuwanderer Balkanstaat 	['100', '101', '500', '504']	{'5', '1'}
2	20150915	Premierminister Manuel Valls appelliert an den guten Willen und die Solidarität der 36.000 französischen Kommunen.	Premierminister Manuel Valls appellieren gut Wille Solidarität französisch Kommune 	['800', '808']	{'8'}
2	20150915	Die Ministerpräsidenten der Länder fordern allerdings für 2015 deutlich höhere Beträge.	Ministerpräsident Land fordern allerdings deutlich hoch Betrag 	['800', '805']	{'8'}
2	20150915	Gleichzeitig unterstützt Hollande die wiedereingeführten deutschen Kontrollen an der Grenze zu Österreich.	gleichzeitig unterstützen Hollande wiedereingeführt deutsch Kontrolle Grenze Österreich 	['100', '105']	{'1'}
2	20150625	Wir bräuchten mehr spezifizierte Fortbildungsangebote , die auf die kulturellen Hintergründe und die besondere Art der Traumatisierung dieser Patienten eingehen .	bräuchn mehr spezifiziert Fortbildungsangebot kulturell Hintergrund besonderer Art Traumatisierung Patient eingehen 	['300', '309', '312']	{'3'}
2	20150915	"Hollande möchte aus dieser Quote sogar einen permanenten und  ""obligatorischen Mechanismus""  machen."	hollande möchten Quote sogar permanent   obligatorisch Mechanismus   	['500', '501']	{'5'}
2	20150915	Präsident Hollande unterstützt die EU-Quoten-Pläne.	Präsident Hollande unterstützen EU-Quoten-Plan 	['500', '501']	{'5'}
2	20150908	"Schäuble hatte vor einer Woche im Bundestag angekündigt , dass die Bewältigung der Flüchtlingskrise "" absolute Priorität "" habe und dafür in anderen Bereichen gespart werden müsse ."	Schäuble Woche Bundestag ankündigen Bewältigung Flüchtlingskrise absolut Priorität dafür Bereich sparen müssen 	['800', '805']	{'8'}
2	20150414	auch wenn die Hälfte aller Bürger sich das – aus sehr unterschiedlichen Gründen – wünsche	Hälfte Bürger unterschiedlich Grund wunsch 	['100', '108']	{'1'}
2	20151208	"Die CDU-Politikerin Julia Klöckner hat die Forderung nach einem  ""Burka"" -Verbot aus der Mottenkiste geholt, andere in der Union folgen ihr und drängen auf ein Verbot des Ganzkörperschleiers."	CDU-Politikerin Julia Klöckner Forderung   Burka Verbot Mottenkiste holen Union folgen drängen Verbot Ganzkörperschleier 	['700', '716']	{'7'}
2	20151031	"Ein älterer Herr in beiger Allwetterjacke erklärte Dunja Hayali dort, es dürfe  ""niemals geschehen, dass der Islam zu Deutschland gehört"" "	alt Herr beig Allwetterjacke erklären Dunja Hayali dürfen   niemals geschehen Islam Deutschland gehören 	['700', '711']	{'7'}
2	20151031	"Die Flüchtlinge sollten  ""zu Hause bleiben, ihr Land wieder aufbauen"""	Flüchtling sollen   Haus bleiben Land aufbauen 	['100', '104']	{'1'}
2	20151108	Rund 5.000 Anhänger der rechtspopulistischen Alternative für Deutschland (AfD) haben am Samstag in Berlin gegen die Flüchtlingspolitik der Bundesregierung protestiert.	rund Anhänger rechtspopulistisch Alternative Deutschland AfD Samstag Berlin Flüchtlingspolitik Bundesregierung protestieren 	['100', '190']	{'1'}
2	20151108	"Auf der Abschlusskundgebung am Hauptbahnhof forderte Parteichefin Frauke Petry die  ""Rückkehr zu Demokratie und Rechtsstaatlichkeit"""	Abschlusskundgebung Hauptbahnhof fordern Parteichefin Frauke Petry   Rückkehr Demokratie Rechtsstaatlichkeit 	['800', '801']	{'8'}
2	20150414	"Bei einer Fachkonferenz plädiert der Innenminister für ein  ""Zuwanderungsmarketing"""	Fachkonferenz plädieren Innenminister   Zuwanderungsmarketing 	['100', '101']	{'1'}
2	20150915	Zudem dringen sie auf eine Kostenbeteiligung des Bundes pro Flüchtling statt eines Pauschalbetrages	zudem dringen Kostenbeteiligung Bund pro Flüchtling statt Pauschalbetrag 	['800', '803']	{'8'}
2	20151108	 5.000 AfD-Anhänger demonstrieren in Berlin gegen die Flüchtlingspolitik	  AfD-Anhänger demonstrieren Berlin Flüchtlingspolitik 	['100', '190']	{'1'}
2	20150414	"Dem müssen wir uns stellen, nicht durch Schweigen, sondern durch Streiten."""	müssen stellen schweigen Streit 	['700', '712']	{'7'}
2	20151108	"Die AfD hatte bundesweit zu der Demonstration unter dem Motto "" Asyl braucht Grenzen – Rote Karte für Merkel "" aufgerufen ."	AfD bundesweit Demonstration Motto Asyl brauchen Grenze rot Karte Merkel aufrufen 	['100', '102']	{'1'}
2	20150915	Der österreichische Kanzler nahm die übrigen EU-Staaten in die Pflicht, Deutschland, Österreich und Schweden in der Flüchtlingsfrage zu unterstützen.	österreichisch Kanzler nehmen übrig EU-Staat Pflicht Deutschland Österreich Schweden Flüchtlingsfrage unterstützen 	['500', '501']	{'5'}
2	20150915	Bundeskanzlerin Angela Merkel und ihr österreichischer Amtskollege Werner Faymann haben beantragt, dass sich die Staats- und Regierungschefs in der nächste Woche zu einem Sondergipfel treffen	Bundeskanzlerin Angela Merkel österreichisch Amtskollege Werner Faymann beantragen Staat Regierungschef nächster Woche Sondergipfel treffen 	['500', '501']	{'5'}
2	20150915	In Osteuropa will man sich auf keine Flüchtlingsquoten einlassen.	Osteuropa Flüchtlingsquot einlassen 	['500', '501']	{'5'}
2	20150915	"""Wenn wir anfangen, uns entschuldigen zu müssen dafür, dass wir in Notsituationen ein freundliches Gesicht zeigen, dann ist das nicht mein Land"" , sagte Merkel."	anfangen entschuldigen müssen dafür Notsituatione freundlich Gesicht zeigen Land sagen Merkel 	['700', '705']	{'7'}
2	20151110	Angesichts des unverminderten Andrangs von Flüchtlingen auf der sogenannten Balkanroute will Slowenien einen Grenzzaun zum EU-Nachbarn Kroatien errichten.	angesichts unvermindert Andrang Flüchtling sogenannter Balkanroute Slowenien Grenzzaun EU-Nachbarn Kroatien errichten 	['100', '107']	{'1'}
2	20150323	"Es sei  ""nicht hinzunehmen, dass eine Unterkunft von minderjährigen, unbegleiteten Flüchtlingen mit Pflastersteinen beschädigt wird"" , sagte er."	  hinnehmen Unterkunft minderjährig unbegleitet Flüchtling Pflastersteinen beschädigen sagen 	['400', '401']	{'4'}
2	20151102	 Und das bedeutet für ihn eine schnelle Abschiebung von Flüchtlingen aus sicheren Herkunftsländern, also vom Balkan.	  bedeuten schnell Abschiebung Flüchtling sicher Herkunftsland Balkan 	['200', '207', '800', '812']	{'8', '2'}
2	20151110	Slowenien will   Zaun zu Kroatien	Slowenien    Zaun Kroatien 	['100', '107']	{'1'}
2	20151101	Zudem will die Union den Familiennachzug für Flüchtlinge begrenzen	zudem Union Familiennachzug Flüchtling begrenzen 	['300', '307']	{'3'}
2	20151110	Die Grenze werde weiterhin offen bleiben, betonte Cerar, allerdings überwacht.	Grenze weiterhin offen bleiben betonen Cerar allerdings überwachen 	['100', '105']	{'1'}
2	20151110	Am Dienstag hatte das Bundesinnenministerium überraschend mitgeteilt, die Dublin-Regeln würden seit Ende Oktober auch wieder für Syrer gelten – außer wenn sie zuerst in Griechenland registriert wurden.	Dienstag Bundesinnenministerium überraschend mitteilen Dublin-Regel seit Ende Oktober Syrer gelten außer zuerst Griechenland registrieren 	['500', '509']	{'5'}
2	20151111	" Die Rückkehr zu Dublin-Verfahren sei der  ""richtige Weg"" "	  Rückkehr Dublin-Verfahren   richtig 	['500', '509']	{'5'}
2	20150728	" Laut Beschluss des bayrischen Kabinetts aus der vergangenen Woche sollen Abschiebungen nach der endgültigen Ablehnung der Asylanträge durch das Asyl-Bundesamt oder ein Verwaltungsgericht  ""unmittelbar und kontinuierlich""  direkt aus der Einrichtung""  erfolgen."	  laut Beschluss bayrisch Kabinett vergangen Woche sollen Abschiebung endgültig Ablehnung Asylantrag Asyl-Bundesamt Verwaltungsgericht   unmittelbar kontinuierlich   direkt Einrichtung   erfolgen 	['200', '207', '800', '812']	{'8', '2'}
2	20150728	"Bayern und Baden-Württemberg wollen Sonderlager für Flüchtlinge


aus sogenannten sicheren Herkunftsstaaten auf dem Balkan schaffe"	"Bayern Baden-Württemberg Sonderlager Flüchtling 


 sogenannter sicher Herkunftsstaat Balkan schaffen "	['200', '203']	{'2'}
2	20150728	"Am 20. Juli beschloss die bayrische Landesregierung  ""zwei, möglichst grenznahe, Aufnahme-Einrichtungen nur für Asylbewerber mit geringer Bleibewahrscheinlichkeit aus südosteuropäischen Ländern zu schaffen."	Juli Beschloss bayrisch Landesregierung   zwei möglichst grenznahe Aufnahme-Einrichtung Asylbewerber gering Bleibewahrscheinlichkeit südosteuropäisch Land schaffen 	['200', '203']	{'2'}
2	20150720	"Dort sollen  ""alle für eine schnelle Verfahrensabwicklung erforderlichen Behörden""  präsent sein – von der Ausländerbehörde bis zum Verwaltungsgericht. "	sollen   schnell Verfahrensabwicklung erforderlich Behörde   präsent Ausländerbehörde Verwaltungsgericht 	['800', '812']	{'8'}
2	20150728	Am Dienstag beschloss Baden-Württemberg ähnliche Einrichtungen mit 11.000 Plätzen zu schaffen.	Dienstag beschloss Baden-Württemberg ähnlich Einrichtung Platz schaffen 	['200', '203']	{'2'}
2	20150728	" Bayern will das  ""Sachleistungsprinzip""  wieder einführen."	  Bayern   Sachleistungsprinzip   einführen 	['200', '212']	{'2'}
2	20150331	"Schon am 31. März hat das bayerische Innenministerium angeordnet, Asylbewerbern aus Südosteuropa  ""ab sofort grundsätzlich keine Beschäftigungserlaubnisse""  mehr zu erteilen. "	schon März bayerisch Innenministerium anordnen Asylbewerber Südosteuropa   ab sofort grundsätzlich Beschäftigungserlaubnis   mehr erteilen 	['600', '601', '603']	{'6'}
2	20150728	Finanzminister Markus Söder (CSU) will aber auch das Taschengeld streichen.	Finanzminister Markus Söder CSU Taschengeld streichen 	['300', '309']	{'3'}
2	20150501	 Bereits im Mai hatte Bundesinnenministerer Thomas de Maizière (CDU) angekündigt, dass die Abschiebungen aus den Sonderlagern in die Balkanstaaten von der Bundespolizei zentral gesteuert und durchgeführt werden	  bereits Mai Bundesinnenministerer Thomas de Maizière CDU ankündigen Abschiebung Sonderlager Balkanstaat Bundespolizei zentral steuern durchführen 	['800', '802']	{'8'}
2	20150914	" Pro Asyl aber sagt:  ""Flüchtlinge sind Schutzsuchende und keine Gefahr für die öffentliche Ordnung.""  Die Grenzkontrollen seien daher rechtswidrig."	  pro Asyl sagen   Flüchtling schutzsuchende Gefahr öffentlich Ordnung   Grenzkontrolle daher rechtswidrig 	['100', '105']	{'1'}
2	20150507	Bereits am vergangenen Freitag hatte de Maizière angekündigt, das Personal des Asyl-Bundesamtes (BAMF) mit 2.000 neuen Stellen fast zu verdoppeln	bereits vergangen Freitag de Maizière ankündigen Personal Asyl-Bundesamt BAMF neu Stelle fast verdoppeln 	['800', '804']	{'8'}
2	20150512	Dem Hauptgeschäftsführer des Deutschen Städte- und Gemeindebundes, Gerd Landsberg, gefiel er sogar so gut, dass er gleich forderte, sämtliche Asylbewerber, also nicht nur die aus dem Westbalkan, in den Zentralen Erstaufnahmeeinrichtungen zu lassen.	Hauptgeschäftsführer deutsch Städte Gemeindebund Gerd Landsberg gefallen sogar gut gleich fordern sämtlicher Asylbewerber Westbalkan Zentral Erstaufnahmeeinrichtung lassen 	['200', '203']	{'2'}
2	20150512	Sie sollen schneller Sprachkurse aufnehmen dürfen und in Arbeit vermittelt werden.	sollen schnell Sprachkurs aufnehmen dürfen Arbeit vermitteln 	['300', '302', '600', '601']	{'6', '3'}
2	20150512	Zusätzliches Geld für die Kommunen gibt es aber nicht.	Zusätzliches Geld Kommune geben 	['800', '805']	{'8'}
2	20150512	Bislang waren die Länder in Sachen Flüchtlingsversorgung als Interessensvertreter der Kommunen gegenüber dem Bund aufgetreten – und hatten in deren Namen mehr Geld verlangt .	bislang Land Sache Flüchtlingsversorgung Interessensvertreter Kommune gegenüber Bund auftreten Name mehr Geld verlangen 	['800', '805']	{'8'}
2	20150512	So soll die Dauer der Asylverfahren verkürzt werden	sollen Dauer Asylverfahren verkürzen 	['800', '812']	{'8'}
2	20150512	Diese Aufgabe wird vor allem die Bundespolizei übernehmen.	Aufgabe Bundespolizei übernehmen 	['800', '802']	{'8'}
2	20150512	Asylsuchende aus den Staaten des westlichen Balkans sollen künftig in einem gesonderten Verfahren behandelt werden.	Asylsuchender Staat westlich Balkan sollen künftig gesondert Verfahren behandeln 	['100', '101', '500', '504']	{'5', '1'}
2	20150512	Antragsteller sollen bis zur Abschiebung in Einrichtungen der Länder bleiben.	Antragsteller sollen Abschiebung Einrichtung Land bleiben 	['200', '203', '500', '504']	{'5', '2'}
2	20150512	"Kern des vom Minister selbst  ""Balkanverfahren""  genannten Konzepts: Die Asylbewerber sollen bis zu ihrer absehbaren Abschiebung in den Zentralen Erstaufnahmeeinrichtungen bleiben."	Kern Minister   Balkanverfahren   genannt Konzept Asylbewerber sollen absehbar Abschiebung Zentral Erstaufnahmeeinrichtung bleiben 	['100', '200', '203', '207', '500', '504']	{'5', '2', '1'}
2	20150512	Alle drei Vertreter der Kommunen begrüßten die Pläne de Maizières.	drei Vertreter Kommune begrüßen Plan de Maizières 	['200', '203', '207', '500', '504']	{'5', '2'}
2	20150914	Auch Österreich kündigte am Montag Kontrollen an seiner Grenze zu Ungarn an, Tschechien und die Slowakei wollen an den Übergängen nach Ungarn beziehungsweise nach Österreich ebenfalls ihre Kontrollen verstärken.	Österreich kündigen Montag Kontrolle Grenze Ungarn Tschechien Slowakei Übergang Ungarn beziehungsweise Österreich ebenfalls Kontrolle verstärken 	['100', '105']	{'1'}
2	20150913	Nachdem Bundesinnenminister Thomas de Maizière (CDU) am Sonntag bekannt gab, dass Deutschland vorübergehend wieder Grenzkontrollen einführe, war der Bahnverkehr nach München sogar zeitweise eingestellt worden	nachdem Bundesinnenminister Thomas de Maizière CDU Sonntag bekannt geben Deutschland vorübergehend Grenzkontrolle einführen Bahnverkehr München sogar zeitweise einstellen 	['100', '105']	{'1'}
